"","MB01","MB02","MB03","MB14","MB19","MB47","MB50","MB51","MB52","MB53","MB04","MB05","MB06","MB24","MB25","MB40","MB43","MB46","MB49","MB55","MB08","MB09","MB10","MB16","MB17","MB22","MB07","MB13","MB15","MB20","MB39","MB48","MB54","MB21","MB30","MB31","MB33","MB34"
"LSM1",0.0968605,0.278218,-0.352811,NA,-0.569607,0.24211,-0.0657475,0.682151,1.05333,1.24738,-0.212635,0.554904,NA,0.528299,0.484775,0.824612,0.295815,0.751211,0.237769,0.536631,0.166175,-0.222075,0.0208785,NA,0.513304,0.02334,0.271707,0.692736,-0.139622,-1.12414,0.936358,0.838886,0.00976698,-0.110453,0.0350904,NA,0.174665,0.065038
"STT3B",-1.04221,-0.539622,-1.44591,-0.257043,0.27116,-0.365948,-0.178478,-0.458786,0.415678,-0.868444,-1.23263,0.121157,-0.835936,-0.778165,-1.07277,-0.710755,-0.734183,-0.728342,-0.203564,-0.75923,-0.395071,-0.604004,-1.07294,-0.615381,-0.368537,-0.492085,-0.775774,-1.0474,-1.03511,-1.32082,-0.948623,-0.975996,-0.780547,0.431267,0.0205274,0.342322,-0.151316,-0.214947
"PLOD2",-2.89484,-3.04919,-2.61054,1.65496,-3.52235,-2.72789,-2.37294,-2.98192,-2.77044,-2.78111,-3.21798,-2.21241,-3.15508,-4.54035,-4.08227,-3.1642,-3.84539,-3.29227,-1.19534,-3.30081,-1.94422,-5.22972,-4.44979,-3.90328,-3.05889,NA,NA,NA,-3.94531,-4.34976,-2.34022,-2.38053,-2.15528,-0.394912,-0.816947,-2.45173,-1.66996,-1.98287
"HM13",-0.834967,-1.33624,-1.11758,-0.96407,-0.0930045,-1.03332,-1.24822,-1.66657,-0.915091,-0.512064,-1.91051,-0.725703,-1.79188,-1.69643,-2.04188,-1.04281,-1.62224,-1.6809,-1.12248,-1.70649,-1.71368,-1.79372,-2.44905,-2.40595,-1.61166,-2.33458,-1.92658,-2.3298,-1.50977,-2.16491,-2.96205,-2.02677,-0.602092,-0.203545,-0.00604941,0.260204,-1.07244,-0.863026
"MCAF1",1.06466,1.48276,0.875495,0.414151,0.326222,1.28571,1.05438,0.295511,0.425931,0.606229,-0.255577,0.629862,-0.430768,0.284439,0.403616,0.315286,0.64627,1.01536,0.284714,0.0635767,0.495579,1.26448,0.967778,0.538658,1.1957,0.199774,NA,0.887051,1.16115,0.263286,0.226753,-0.106927,1.80236,0.626605,NA,0.60127,0.514392,0.404869
"INT3",-0.337216,-0.360406,-0.39388,-0.149468,-0.17987,-0.268506,-1.06335,-0.0331623,-0.717982,-0.548209,-1.05899,-0.630265,-1.19682,-0.53974,-0.576489,-0.830715,-0.282096,-0.403271,-0.824158,-0.825982,-1.1629,-0.293136,-1.23381,-0.925584,-0.765637,-1.44398,-0.822495,-1.02419,-0.785067,-0.996391,-0.890993,-1.51508,-0.633029,-0.149225,-0.511594,-0.172392,-0.875707,-0.329411
"PPHLN",0.0673121,-0.148596,0.0824183,0.246114,-0.469142,-0.375121,-0.228353,-0.317762,-0.757945,-0.427234,-0.800906,-0.349469,-0.613724,0.0426508,-1.08198,-0.476691,-0.0176055,-0.134038,-0.732629,-0.310848,NA,-0.575106,-1.19373,-0.426273,-1.0194,-1.19467,-0.236646,-1.53106,-0.403769,NA,-1.12589,-0.641399,-0.771425,0.255454,NA,NA,-0.00672412,0.167175
"HELZ",0.0509846,-0.124557,-0.171427,0.710674,1.42216,0.969471,NA,1.03103,-0.267686,-0.574015,-0.929175,-1.32496,-0.988687,NA,NA,-1.29541,-0.563009,-2.45112,-0.856965,NA,-0.839811,-0.545942,-0.833467,0.816978,0.032993,-0.89512,NA,-0.588797,NA,-0.588363,-1.31596,-0.428651,NA,NA,2.28946,NA,-0.765579,-0.805212
"ADRM1",-0.370277,-0.862692,-0.374634,-1.05995,-0.912074,-0.38986,-0.268669,-0.634682,-0.87294,-0.0540136,-0.902116,-0.0466064,-0.742202,-0.675282,-0.132906,-0.393284,-0.493009,-0.396728,-0.63418,-0.346233,-0.584318,0.0239374,-0.309214,-0.437549,-0.689023,-0.370066,-0.168187,-0.435466,0.257558,0.0551521,-0.17943,-0.00654222,-0.188487,-0.517919,-0.325932,-0.536735,-0.547613,-0.430416
"PDIA1",0.133146,-0.733206,0.17397,-0.826528,0.594353,-0.293973,-0.863528,-0.168261,-0.639962,-0.481999,-0.939856,-0.603562,-0.475837,-0.655804,-0.717912,-0.286764,-0.984966,-0.531947,-0.397025,-0.858475,-1.29597,-1.17598,-1.45079,-1.11959,-1.27762,-1.21437,-1.22939,-1.47607,-0.814055,-1.20103,-1.97061,-0.700314,-0.216188,0.75101,0.487911,0.378294,-0.273755,-0.247619
"NXF1",-0.581716,-0.054923,0.0563331,0.328368,0.228857,0.403268,-0.0747761,0.302967,0.0934711,0.670151,-0.638759,-0.32338,-1.0909,-0.10196,-0.617655,-0.105605,0.0393401,-0.134042,-0.316534,-0.441683,0.0395417,0.231813,-0.53003,0.096172,0.277067,0.153135,0.2622,-0.248008,-0.253623,-0.334978,-0.220181,-0.11457,-0.150045,0.0729998,0.503896,0.152229,0.0448528,0.244712
"SMCA4",-0.425903,0.348811,-0.253906,0.359467,-0.0378022,-0.313577,0.326619,0.0931492,0.387083,-0.0102806,-0.963341,-0.0186579,-0.517418,0.0573999,-0.698943,0.300128,0.554293,-0.282854,0.0301781,-0.716902,0.119002,0.5234,-0.476026,-0.00101176,0.347634,-0.0828045,0.0668053,-0.0264996,0.235318,-0.367283,0.391329,0.182039,0.511287,-0.030498,0.0114004,-0.518443,-0.521475,-0.11247
"UBE2S",-0.039609,-0.504139,-0.161464,-0.315158,-1.33515,-1.27098,0.290372,-1.95916,-0.864302,-0.816902,-2.16378,-0.777175,-2.44377,-0.786156,-1.70514,-1.18774,-1.17189,-0.724164,-1.40911,-2.84301,-1.98402,-1.15976,-2.4274,-2.30297,-1.18098,-1.193,-2.34906,-2.47365,-1.45989,-1.6486,-0.986439,-0.628608,-1.14838,-0.517606,-1.42334,-1.4886,-1.83821,-1.17908
"ASGL1",0.66934,3.22118,NA,2.00902,1.95328,1.58006,2.50302,0.792661,3.56967,3.47076,2.88645,3.27316,2.18575,3.30676,3.81124,2.22581,2.71344,3.39174,2.71687,2.80814,3.36993,2.96929,3.92764,4.11352,4.44186,4.13916,3.47445,5.05362,2.68495,3.80962,5.11298,5.09957,2.59588,0.922808,1.43528,NA,NA,1.82792
"PB1",0.85986,1.61623,0.329163,0.969269,1.0021,0.650073,0.924477,0.403632,0.842486,0.470603,-0.0471274,-0.242149,0.111135,0.641232,-0.126212,0.843482,1.3995,0.645288,0.716249,-0.0287853,1.03958,0.83903,0.174868,0.536659,1.22633,0.83015,0.760463,0.899101,0.802294,0.169854,1.36093,0.639945,0.612527,0.680397,1.06928,0.904834,0.511476,0.436971
"TRM1",-0.126229,-0.184872,-0.557356,-0.411402,-1.05049,-0.920505,-0.900604,-0.425346,-0.917753,-1.47237,-2.28995,-1.18186,-2.2245,-1.72573,-1.89465,-1.77733,-1.61149,-1.07563,-1.47284,-2.04218,-1.84869,-1.66311,-2.55707,-2.19211,-2.38543,-2.84924,-1.96391,-2.29659,-1.26653,-0.764217,-1.72438,-2.875,-1.16089,-0.975843,-0.342178,-1.08979,-0.987511,-0.242298
"RCC1",-0.178968,-0.384485,-0.0796026,-0.290038,-0.636633,-0.919621,-0.642104,-1.1377,-0.552346,-0.449157,-2.07647,-0.729907,-1.63528,-1.15848,-2.14245,-0.708425,-1.17208,-1.09164,-1.32138,-1.86203,-0.821214,-0.839135,-1.23256,-1.66415,-0.393905,-1.12039,-0.658441,-0.774289,-0.919846,-1.14754,-0.810366,-0.336707,-0.515562,-0.919797,-1.33131,-1.58157,-1.06118,-0.814065
"PSF3",-0.572135,-1.08691,-1.3519,-1.13143,-4.18127,-1.48014,-0.980642,-0.86198,-1.45417,-0.615449,-1.39954,0.951473,-0.0357003,-0.230268,-2.40175,-0.583703,-0.0340844,-1.3768,-0.594591,-1.46725,-2.94509,-4.25331,-4.27337,-2.24988,-2.92611,-3.52814,-3.48083,-3.34721,-2.48627,NA,NA,-1.89011,-3.76288,-0.841674,-0.565691,NA,-1.76081,-1.93603
"LMF2",0.906034,1.01409,NA,1.196,2.71782,1.42725,NA,NA,NA,1.2956,1.39855,1.91054,NA,1.1098,0.450835,0.555019,2.02602,1.15352,0.737093,1.07195,1.49421,1.35154,0.458995,1.22747,1.91903,1.47189,1.4041,1.25984,NA,NA,NA,0.997012,NA,1.66258,NA,1.90172,0.928409,0.621502
"OTU7B",-2.05651,-1.14358,-1.67001,-1.15798,-2.20404,-0.933351,-0.956328,-0.712175,-1.63855,-0.610342,-1.24276,-1.05544,-1.60487,NA,NA,-0.115052,-0.958558,-0.691863,-0.280519,-0.595691,-1.49484,-1.84727,-1.47131,-1.03975,-0.713968,-2.12202,-0.960978,-1.04547,-1.46778,NA,-1.24702,-0.869437,-0.603711,NA,-1.91951,-1.17876,-0.761568,-0.535555
"U2AF1",0.222479,0.343994,0.377101,0.437979,0.185714,1.04412,0.264592,0.192171,-0.0823749,0.231388,-0.209629,0.0814059,-0.0586168,0.220082,-0.60721,0.464312,0.391552,0.600222,0.0328575,-0.0981151,0.195564,0.601783,-0.111531,0.25975,0.343617,-0.00435222,0.349821,0.201638,0.584954,0.0719063,0.239446,0.565894,0.559065,0.0155231,-0.00710718,-0.120968,0.16363,0.444069
"NXP20",-1.32937,-1.57609,-2.02007,-0.718409,-0.647111,-2.3658,-1.3312,-0.649111,-2.80066,-0.947507,1.26061,0.24058,0.740082,-0.088778,-0.912819,0.98441,0.58012,0.37787,0.119426,0.134729,-1.44261,-3.01844,-1.49868,-0.975418,-0.156861,-0.154883,-1.65917,-0.661737,-1.59956,-1.41553,-0.443936,-0.994697,-1.36259,1.44564,-0.236893,0.796349,0.418953,-0.760998
"RL17",-1.9351,-2.22627,-1.5043,-1.77981,-1.55456,-2.90843,-1.36034,-1.5932,-1.26351,-1.65847,-4.05396,-2.03161,-2.76101,-2.18988,-1.64443,-1.73305,-1.5529,-2.43292,-3.0812,-3.00974,-1.29307,-2.51998,-3.17246,-4.29045,-2.1685,-2.27609,-3.26278,-2.33817,-3.66631,-2.93687,-2.04848,-3.50358,-2.36089,-1.77624,-0.987059,-1.05435,-2.45472,-2.63952
"DCLK2",NA,3.94702,NA,3.58804,NA,3.17105,NA,NA,5.01237,3.63859,4.95964,3.72749,4.27927,NA,5.592,3.00081,3.89114,NA,3.78458,4.96946,5.1814,3.60096,5.94029,4.75342,3.92017,4.90382,5.04973,2.93976,NA,5.97129,4.46871,4.82114,NA,NA,2.62301,3.46208,4.08932,3.38098
"GDIR1",0.595552,-0.615639,0.46517,-0.0460921,-0.353969,-0.195517,0.447135,0.129485,0.678647,0.346852,-0.617084,-0.64426,-0.62168,-0.505108,-0.627443,-0.00891697,-0.662539,-0.634887,-0.0216806,-0.267031,0.626073,-1.07527,0.416796,0.443062,-0.244463,0.183207,0.221485,-0.326309,0.709926,0.636163,-0.375594,1.28482,-0.423787,-0.567197,0.247036,-0.421815,0.0603604,0.202633
"RM11",-0.401067,-1.10182,0.0441297,-0.343205,0.0654032,-1.03157,-0.545014,-0.241914,-0.611726,-1.21278,-1.58919,-0.428947,-1.05598,-1.95706,-2.16987,-1.01706,-1.53853,-1.14879,-1.73264,-1.87062,-2.34107,-2.27612,-1.92669,-2.01045,-2.63762,-2.53719,-1.75857,-2.18067,-2.29502,-1.56261,-1.72794,-1.37886,-2.1599,-1.26939,-1.20862,-1.48262,-1.38243,-1.12151
"SARNP",0.164477,0.167459,0.03714,0.217827,0.234409,0.835456,0.157556,0.397529,-0.235296,-0.310461,-0.0594662,0.346064,-0.239278,0.49381,-0.285447,0.131374,0.348751,0.550592,-0.320068,-0.00137105,0.24716,0.60309,0.160296,0.423197,0.663466,-0.0131727,0.206515,0.432023,0.225741,0.0540221,0.617207,0.540322,0.658655,-0.166844,0.386314,0.275967,0.455899,0.518913
"NP1L4",0.489644,0.420741,0.330089,0.0973916,-0.0234586,-0.792237,0.336698,0.321391,0.742819,0.680807,-0.165503,0.899301,0.314528,0.743589,0.270406,0.987142,0.753757,1.45181,0.750434,0.492007,0.579994,-0.0968371,0.230276,-0.56921,-0.39575,0.143636,0.180748,0.447291,-0.122442,0.317293,0.524276,1.42931,-0.073659,0.405459,0.379961,0.121074,0.42077,0.466947
"VWA9",-0.114514,0.155519,-0.161574,0.148658,-0.41249,0.159987,-0.580835,0.120064,-0.789203,-0.556401,-1.531,-0.85318,-1.35538,-0.0503051,-0.946193,-0.570418,-0.69749,-0.320822,-1.04217,-0.95014,-1.25612,-0.695865,-1.23124,-1.14644,-0.907449,-1.68454,-1.40345,-1.28076,-0.702808,NA,-1.05439,-1.3504,-0.551061,-0.53195,-1.08958,-1.13782,-1.15035,-0.376074
"MFAP1",0.116773,0.250965,0.253205,0.214593,0.214759,0.93111,0.0130638,0.394528,-0.201126,0.227504,-0.315383,0.414897,-0.381457,0.374271,-0.491486,-0.087047,0.211642,0.302796,-0.142994,0.0272312,0.0834267,0.694844,-0.229422,0.333518,0.221529,-0.1833,0.242419,0.300311,0.282942,-0.00644255,0.271969,0.380157,0.665903,0.145041,0.259569,0.121721,0.434528,0.547164
"IAH1",1.28721,1.07284,0.749324,1.13795,1.99792,1.02988,0.871665,1.88749,1.71244,0.487462,1.69899,0.00354779,1.64727,1.55022,1.99486,1.30208,1.63353,1.56184,1.49246,2.26423,1.51517,2.19289,2.25019,1.65351,1.25513,0.861796,3.2107,2.44901,2.85929,2.48214,2.92346,1.73964,1.94956,0.99366,2.28969,2.36225,2.39925,2.73387
"UHRF2",-0.679656,-0.247132,-0.816062,-1.28103,-1.11449,-0.201655,-1.63311,-1.45213,NA,-0.735233,-1.31113,-1.05906,-0.580425,-0.503194,NA,-1.00125,-0.827387,-0.948153,-0.78467,NA,-0.0906367,-0.406756,-0.522341,NA,-0.594302,-0.0904573,-0.491597,0.352107,NA,-0.905339,-0.0462746,-0.218433,NA,-0.429256,-0.371368,-0.104253,-0.385952,-0.581604
"TBB5",-0.0146924,0.78625,0.174827,-0.115793,-0.418769,-0.371824,0.0940722,-0.355114,0.51726,-0.267571,0.945157,0.851254,0.809393,1.38231,2.016,1.24766,0.957607,0.822328,0.650771,0.494972,1.10177,0.936229,1.4565,1.16952,1.65618,1.50205,1.10077,1.22611,1.56502,2.18129,1.41881,1.24778,-0.205983,-0.295155,0.239205,0.403519,0.576493,0.565529
"ESTD",0.483223,0.584288,0.681833,0.597941,0.152242,1.18844,-0.205243,0.999736,0.890196,0.521578,0.596898,0.386715,0.779423,0.688651,0.43456,0.937153,0.226297,1.02742,0.38649,0.362247,0.890577,0.0939965,1.0144,0.975396,0.763447,0.869656,1.54241,1.10142,1.22538,0.848611,1.32405,0.945382,0.555928,0.0338981,0.269821,0.522714,1.02159,1.01978
"SEP10",-1.12723,-3.21657,-1.7132,-1.10201,-1.09288,-0.797385,-0.644006,-1.59087,-2.30833,-0.971651,-0.601114,-1.30705,0.949036,-0.173761,-1.28163,1.2834,-0.694151,0.70555,-0.44988,-0.625088,-1.32403,-1.69215,-1.26782,-2.09915,-1.79229,-1.63767,-1.0902,-1.7185,-2.5801,-2.76961,-1.6059,-2.11034,-1.35952,-0.734459,0.138997,-0.516173,-0.483396,-0.905679
"LEG3",0.365849,-2.39545,-0.420496,0.548909,-1.61056,-1.3672,0.535706,-0.421792,-0.299909,0.715031,1.23454,-0.264594,2.01827,0.939352,0.963656,0.427503,1.59171,0.101261,0.91823,1.41285,-0.401024,-1.29985,0.275234,-0.62535,0.0318262,0.0341701,-1.00485,-0.252074,-1.32458,-1.97981,-0.374696,-1.42868,-1.1962,1.46346,0.157709,0.544844,1.74545,0.607104
"4ET",0.987079,1.09916,1.15189,1.28622,NA,1.3769,NA,1.07391,1.17027,1.6855,0.832743,1.55092,0.949848,1.40417,NA,0.842271,1.0159,1.49976,1.01409,1.05107,NA,2.03072,1.13892,1.45794,1.38356,0.986256,2.56853,NA,0.969742,NA,1.36309,1.44974,1.96179,NA,NA,NA,0.944713,0.75748
"SYAC",-0.619596,-0.317569,-0.799696,-0.659111,-1.63953,-0.857658,0.176104,-0.679161,-0.390963,-0.560956,-0.126037,-0.464489,-0.450711,-0.44286,-0.158142,-0.475883,-0.738148,-0.473076,-0.126385,-0.362973,-0.562032,-1.03217,-0.24563,-0.236123,-0.539914,-0.257373,-0.584822,-0.957081,-0.388047,-0.169697,-1.21105,-0.0507532,-1.51613,-0.828394,-0.785304,-0.47875,-0.248861,-0.911074
"PHOCN",-0.241518,-0.136135,-0.362114,-0.369845,-0.351795,0.266566,0.353932,-0.0484017,-0.119157,-1.38109,-0.0227293,0.300039,0.188827,0.0821619,-0.116719,0.439145,NA,0.195678,0.127688,-0.0458153,0.356427,0.754528,0.0971717,0.638937,0.107488,0.0879083,NA,0.48815,NA,NA,NA,0.859908,0.534582,NA,NA,NA,NA,NA
"NHLC2",0.126042,1.11163,-0.100055,0.102419,-1.39196,-0.319343,-0.996584,0.215061,0.18803,-0.113457,-0.044044,-0.0156743,0.792349,0.202232,-1.85091,0.552706,-0.0589193,-0.794704,0.551542,-0.58752,0.859503,1.09193,0.148405,1.54939,0.254111,0.975066,0.797858,0.546817,1.21047,-0.544389,-0.47189,0.461398,0.0558519,0.248885,0.352943,0.99247,0.491512,0.377541
"SYWC",-0.670177,-0.982524,-1.16326,-0.87408,-0.519642,-1.37277,-0.606007,-0.702304,-0.907982,-0.437032,-1.15602,-0.761478,-0.853795,-0.926938,-0.523065,-0.711842,-1.03855,-1.8095,-0.916441,-0.78874,-0.69939,-0.568165,-0.491352,-0.844148,-0.976789,-1.01866,-0.861717,-1.27244,-1.01191,-1.12125,-1.0007,-0.904927,-0.349521,-1.15696,-0.940428,-1.42329,-0.770881,-1.04481
"DOCK1",-1.74306,-1.65943,-2.33207,-0.0862268,-0.964075,NA,NA,0.439391,-0.318184,-0.309623,0.521473,-2.12844,1.31487,-0.0303005,-1.48389,0.462508,1.20361,-1.11593,0.750136,0.322442,-1.31107,-1.67273,-1.5157,-0.86423,-1.57094,-0.20656,-2.34356,-0.866287,NA,NA,0.0706361,NA,NA,0.612133,0.939788,1.74419,0.193726,0.180456
"ITA3",-5.23583,-3.74263,-4.22075,-4.90633,-3.95062,-4.16531,-4.39048,-4.33096,-3.49057,-2.84422,-3.89656,-3.75641,-2.41723,-4.99957,-3.84284,-2.60625,-2.22099,-5.03701,-4.77338,-3.06737,-3.33476,-4.12296,-3.14183,-3.09595,-3.62329,-3.52404,-3.54175,-4.01305,-4.93942,-4.42834,-4.27806,-3.68348,-2.64792,-3.11144,-4.52107,-4.83386,-2.85073,-4.40414
"LIMC1",0.851435,-4.5705,-1.41487,-2.50395,-2.33651,-3.49387,2.77235,-0.618597,-1.98275,-0.178125,-0.226402,-0.531684,0.864294,0.229383,-0.0938411,-0.648411,0.0465434,-0.685356,-1.22327,0.270246,0.543878,-1.55309,1.42139,1.46062,-0.894099,1.85702,-0.500162,-0.0717673,0.83,1.31648,-0.255501,1.56631,-1.58402,-0.420585,-1.45164,NA,0.388416,0.13787
"NIBL1",-1.19303,-0.754754,-1.93982,-0.639455,-0.323894,-2.45599,-1.26307,-1.69228,-1.2266,-0.546102,-0.754283,-0.708035,-0.659545,-0.783,-1.63936,-1.19454,-0.614439,-0.76014,-1.16559,-0.744363,-0.732969,-2.19851,-0.462053,-0.410668,-0.410937,-0.588866,-0.101126,0.222211,-1.05027,-1.2152,-0.596465,-0.152892,-2.02532,-0.134053,-1.31615,-1.74843,-1.05097,-1.67891
"DCNL5",0.786342,-2.5722,1.41091,0.232096,0.306798,-0.414089,0.976562,0.271381,0.00498218,0.569601,-0.895621,-0.0933918,-1.23518,0.0771911,-0.216202,-0.241993,0.250992,-0.57997,-0.12784,-0.378912,NA,0.404048,0.143717,0.372344,0.30696,0.0376254,NA,0.202097,NA,NA,NA,0.224889,NA,-0.0962546,NA,NA,0.284829,NA
"NTPCR",0.817606,1.09879,0.432576,0.945912,1.16894,0.951981,0.237641,1.49276,0.1567,1.63543,-0.274131,0.535757,-0.266834,0.304275,-0.178915,-2.59468,-2.85307,0.546947,-0.252362,-0.787703,0.073624,-0.194591,0.0489978,-0.742848,0.113839,-0.714453,0.420828,-0.527938,-0.236811,-0.64889,0.117266,0.314399,-0.722043,2.26811,2.29244,1.52574,2.25507,1.25238
"AP1M1",-0.540294,0.270038,-0.446627,0.0684586,-0.587592,-0.216101,0.115775,-0.0725796,0.511497,0.062228,0.173209,0.705237,0.267821,0.124877,0.935731,-0.279439,0.235531,-0.0717666,0.698388,0.468014,0.497703,0.160977,0.563144,0.59312,0.440814,0.793949,0.374919,-0.319008,0.987933,0.703905,-0.413552,0.121443,-0.0284522,0.0356888,0.0212996,0.176242,-0.164229,0.0101423
"DAZP1",0.201253,0.0660592,0.634277,0.215947,-0.47511,-0.497903,0.229083,-0.177112,-0.0804238,-0.0723375,-0.230259,-0.0830611,-0.541064,-0.126972,-0.572765,0.00755477,0.0485889,0.121592,-1.29438,-0.144618,-1.09584,0.0117384,-1.01822,-1.14264,-0.704325,-1.23993,-0.34876,-1.08546,-0.515612,-0.163763,-0.515512,-0.3435,0.0990804,0.10393,-0.574163,-0.508386,0.0857643,-0.0912322
"PLAK",-3.34446,-1.57898,-2.61303,-0.990377,-1.82334,-2.48388,-2.9262,-0.655009,-0.191083,-0.291279,-1.66043,-3.01463,-0.929037,-1.29297,-2.01096,-0.998188,-1.47676,-1.24447,-0.0992806,-1.87163,-2.39788,-1.68945,-1.01075,-1.15464,-0.934047,-2.24981,-1.35476,-0.560266,-1.34983,-1.16147,-1.53166,-0.671736,-2.26288,-2.92916,-2.73807,-3.19849,-1.21126,-2.52574
"LRRC1",-0.976962,-4.02901,-1.55241,-2.45379,-2.36055,-2.7029,-3.13044,-1.9292,-2.71659,-1.69059,-3.6937,-2.99903,-2.54237,NA,-3.12032,-2.4726,-3.82984,-2.50191,-2.88528,-3.69073,-3.08461,-3.53596,-4.13782,-3.22606,-2.3148,-2.72785,NA,NA,NA,NA,NA,-2.61021,-3.68346,-1.73402,NA,NA,-3.12428,-2.71633
"TM263",-1.22814,-0.539472,-1.21981,0.452527,1.87311,0.582176,-1.01575,-0.999146,-1.35897,-0.0129614,-0.798438,-0.160775,0.0205361,-0.596235,-0.945332,0.578435,-0.211447,-0.285185,-0.12773,-0.605804,-0.114928,0.358444,-0.50384,0.245632,-0.644026,-0.376065,-0.608632,0.762035,-0.768855,-0.382531,0.0424487,-0.725351,-0.374977,-0.182217,-0.613487,-0.706221,-0.168146,-0.20871
"SNUT2",0.11982,0.0438763,-0.246212,-0.0235163,-0.184933,0.221275,0.290719,-0.152876,0.0342147,-0.266615,-1.1331,0.37853,-0.736104,0.114423,-0.879603,-0.154631,0.23555,0.310711,0.156201,-0.599819,-0.144352,0.0829965,-0.0996764,-0.107622,0.248953,-0.487177,0.193092,-0.380518,0.59455,0.0485958,0.190351,-0.161611,0.257541,-0.015788,0.16111,0.0190823,-0.353318,0.0821983
"3HIDH",0.037091,0.18443,-0.289746,0.975763,1.54277,0.580005,-0.569433,-0.0958688,0.753016,-0.146411,-0.169081,-2.20699,0.829525,-1.0142,-2.30203,0.653697,-0.652031,-0.649725,0.0335076,-1.07019,-0.979418,-0.470536,-0.931191,-0.987389,-1.48613,-1.23622,-0.346626,0.189386,-1.65843,-0.907199,-0.7822,-0.582101,-0.493454,-0.842431,-0.234807,-0.933116,-0.211834,-0.135677
"GLYG",-0.508763,NA,-1.07529,-2.14626,-1.42145,-1.74074,-1.13467,-2.387,0.433118,-0.506863,-0.613322,1.62592,0.636633,0.468723,0.000262004,2.168,-0.442644,-0.687477,-0.582325,-0.449316,0.044253,-1.6296,1.28794,1.68015,-1.38933,-0.926127,0.933671,0.782946,NA,-0.564987,-0.368549,NA,NA,0.326545,0.365678,-0.682791,0.667943,-0.0770625
"CRTAP",-1.50932,-2.94761,-1.89448,-2.12367,-2.00573,-2.03229,-1.58213,-1.63486,-3.34018,-2.26688,-1.44534,-0.720207,-1.27884,-1.63923,-2.65113,-0.173435,-1.03593,-1.05714,-1.0366,-1.53352,-3.55241,-3.3009,-0.977148,-5.01469,-1.69369,NA,NA,NA,-1.80428,NA,-3.39315,-3.74082,-0.981584,0.894603,-0.822569,-0.0515698,-0.65138,-0.314384
"DYN1",-0.81256,1.77237,1.17307,2.00521,1.06357,1.42532,1.72051,0.90323,2.00565,1.43628,4.61676,-1.27863,0.867238,-0.119377,3.873,-1.17849,1.47452,0.913962,-0.247841,2.70106,3.81752,3.13685,4.1358,3.97489,2.4261,3.43873,3.5536,3.52592,3.13013,3.48202,2.58758,2.98964,2.15229,0.580434,0.925655,1.62134,1.86202,2.4231
"PDCL3",-0.0141478,-0.293808,0.103752,-0.758431,-0.774041,-0.0717743,0.541003,-0.900829,-1.6782,-0.516193,-1.24043,0.343492,-0.683882,-0.158684,-1.49675,-0.360798,-0.60296,-0.470152,-1.05239,-0.726988,-1.74004,-1.05521,-1.90982,-1.00088,-1.06008,-1.27687,-1.58511,-1.30932,-0.114175,-1.19675,-0.361959,0.102323,-0.258999,-1.16875,-0.136475,-0.135334,-0.592594,-0.90971
"GANAB",-0.93369,-0.068042,-0.459378,0.145465,0.894107,0.425345,-0.395641,0.163338,-0.0673748,0.132799,-0.414107,0.539353,-0.146077,-0.144218,-0.0896721,0.681532,0.026996,0.156015,0.534514,-0.269595,-0.229208,-0.112869,-0.519967,-0.290335,0.0669469,-0.262539,-0.205896,0.178472,-0.36341,-0.246244,-0.0343672,0.0627095,-0.365492,0.952279,0.905449,0.789353,0.448655,0.603322
"D39U1",2.46721,3.0157,2.96971,NA,4.00262,2.65512,2.68686,3.11418,3.15453,2.83128,3.51555,2.80091,2.76684,NA,NA,2.71866,3.77455,2.92195,2.93273,3.37643,3.31643,3.36919,4.55021,3.63926,3.16561,4.22854,4.40167,4.72206,3.62798,NA,3.57874,3.71398,2.58945,NA,NA,NA,NA,3.91926
"KIF23",-0.421463,-1.56906,-0.920736,-0.47024,-1.78768,-1.70919,-0.19539,-2.15016,-2.32781,-1.15539,-3.87126,-0.346506,-2.53307,NA,-3.72265,-1.3105,-2.4194,-1.22394,-1.48144,-1.82401,NA,-1.69346,-2.61685,-2.64828,-1.71089,-2.73059,NA,NA,-1.86088,NA,-2.09168,-0.556392,-1.44737,-1.58847,-2.30826,-1.4764,-1.94474,-3.14265
"RS4X",-0.881296,-1.83519,-1.00691,-1.54376,-1.40962,-2.77187,-1.20073,-1.69829,-0.933104,-1.557,-1.70224,-0.986379,-1.83397,-2.03418,-1.73437,-1.47968,-1.52986,-2.11482,-2.23386,-2.6608,-1.61478,-2.44218,-2.62236,-3.78192,-1.91461,-1.99109,-3.04511,-3.01624,-3.02506,-2.7894,-2.02927,-2.76781,-2.17375,-2.14272,-1.36053,-1.37169,-2.21064,-2.16275
"ARHGB",-0.790357,0.61284,0.334691,1.39291,0.739434,1.25209,-0.345926,1.70473,2.01563,1.43721,1.79201,0.0774464,0.450336,1.41123,1.79458,0.322901,0.808161,0.580543,0.0867445,1.38132,1.62323,1.64804,1.40456,1.43276,1.39781,1.76831,2.10629,1.21374,2.15766,1.52935,0.747979,1.57101,1.55854,-0.118405,0.992083,1.57847,1.00998,1.26074
