GeneSymbol;entry_name;MB278;MB282;MB275;MB247;MB091;MB234;MB199;MB136;MB288;Burdenko_1360;MB226;MB118;MB166;MB239;MB102;MB271;MB177;MB037;MB265;MB170;MB244;MB260;MB274;MB264;MB268;MB095;MB227;MB269;MB088;MB281;MB284;MB174;MB277;MB164;x5M15;MB287;MB099;MB266;MB104;MB248;x1M6;MB106;MB270;MB018;MB206
ZNF618; zinc finger protein 618 isoform 1 GN=ZNF618;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,310110694;-0,798096532;0,362281063;-1,350413559;0,956926774;-1,38462534;-2,340843724;-0,099657093;-1,561820825
PCDH17; protocadherin-17 precursor GN=PCDH17;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-2,024645306;-2,398057656;0,451462753;-0,909096241;2,406318445;-2,155003238;-2,421086794;-1,262047154;0,940594199;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CEP89; centrosomal protein of 89 kDa GN=CEP89;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,467927964;-0,336615015;-0,968106492;-0,858327527;0,670764291;-1,567895187;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MARCKSL1; MARCKS-related protein GN=MARCKSL1;1,643563327;0,295354837;0,710327081;0,506038568;1,723286831;0,094807938;2,456582426;0,362162135;1,267041134;NaN;-0,024740009;0,564886011;0,794260147;-0,821888216;1,312214166;1,425995197;0,775072715;-0,137005936;-0,374174512;0,194615911;-0,281136254;-0,032434528;0,618747722;-0,242527089;-0,141540864;-0,829363101;0,281142877;0,831676432;0,507349816;0,742075004;-0,319324128;0,823820809;-0,974381347;0,793964755;-1,959520562;-0,296515261;-0,065344753;-1,194092804;-0,050071366;-0,020048558;-2,200763796;0,61691228;-0,40726278;-0,389962538;-0,10042418
SOCS2; suppressor of cytokine signaling 2 GN=SOCS2;-0,799772678;1,113015805;-1,291387431;0,500582626;0,040765925;-0,010835193;-0,288740099;-0,811822641;0,672214638;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,482825512;-0,502802203;0,864671166;1,612880636;0,239695063;1,701309429;0,369436984;0,305402468;-1,209040445;-0,737834239;0,621147905;-0,329811113;0,036928641;2,19685549;0,329353522;0,884992562;0,429675595;0,826549868;NaN;-0,576826939;-0,762851994;-2,135171385;0,507266268;-1,550506197;-0,004892045;-2,030693807;0,10042418
PTBP2; polypyrimidine tract-binding protein 2 isoform 3 GN=PTBP2;-0,496387276;0,33459408;-1,62543314;-0,602881528;0,150710389;-1,407220681;0,151244814;-1,588298257;-0,359627244;-0,660662931;-0,615896002;0,467927964;0,879989813;-0,464596782;-1,057378371;1,688090133;-0,187717125;-0,887128931;1,133510715;-2,568396829;-3,140929824;0,001474297;-0,55743038;0,936323487;0,563608566;1,202793608;0,596325475;0,642819019;-0,624704095;-0,264930238;-1,175199681;-1,285841968;-0,34408499;0,608116317;-0,916308187;-1,46628426;0,544908791;-0,203720625;-0,270385379;-0,214805974;-0,385343394;0,153542612;-0,134531248;-0,142986264;0,13639702
ERGIC1; endoplasmic reticulum-Golgi intermediate compartment protein 1 GN=ERGIC1;NaN;-0,232784154;NaN;NaN;NaN;-15,53360345;-0,520954358;NaN;NaN;NaN;NaN;-0,580694388;NaN;NaN;-14,90092086;-0,429786009;NaN;NaN;0,280173085;-15,40984778;NaN;-17,37016421;-7,387810633;-0,212362028;0,464478864;1,421351772;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,371871477;0,714547853;0,115995226;1,011736139;0,219346588;2,366526962;0,179093906;0,409191061
APP; amyloid beta A4 protein isoform a precursor GN=APP;0,415123329;-0,663355299;0,780719854;0,563325953;0,234712902;1,103835279;-0,126801207;2,06113714;-0,250373398;0,758225945;-7,084757186;-1,263616282;0,206759784;-0,259419523;6,663765849;5,874156172;-0,605105346;0,36266277;-0,575606141;0,280993384;-0,79852146;-0,735674074;NaN;-0,051883905;1,22276999;-0,140398291;-1,118267857;-1,344289409;0,406591091;-0,033792122;-0,586513704;-0,219485106;-0,698692456;-1,101183602;0,415686157;-0,077115691;-0,43526251;0,552410984;-0,359924763;0,17041274;1,078849648;-0,516835399;0,150430396;-0,258530719;-0,523105056
APP; amyloid beta A4 protein isoform a precursor GN=APP;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,77457136;0,639333905;0,850490692;1,003541392;1,424449017;1,367999116;1,642130357;1,270990163;1,717843653;1,015093333;0,006931526;0,510297737;-0,002948593;1,157597089;-0,043437688;0,825229225;0,877127468;NaN;-1,035783201;0,596254573;-0,739371634;1,041604893;0,251555989;-1,03646396;-0,408360853;0,033974349;1,023140572;-2,036762737;0,995713169;0,923080367;0,771869468;1,002787671;0,202895594;-0,406039768;-0,038996254;-0,698472653
TEC; tyrosine-protein kinase Tec GN=TEC;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,525805422;NaN;-1,012237247;0,292524854;-1,020269996;0,001998491;1,089394898;-1,135226648;-0,204483624;-1,111584335;1,207209576;0,757823366;-0,213862924;-1,044451693;1,282543457;0,199349491
EPN1; epsin-1 isoform a GN=EPN1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,127172325;NaN;NaN;-0,114380426;-14,88443894;0,31178118;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,148410118;0,803437522;-0,661531112;0,801942304;0,078858372;0,030160156;1,15941476;0,062105145;0,110916258
EPN1; epsin-1 isoform a GN=EPN1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,149033266;0,286029222;-0,445796236;-0,64549396;0,088438474;0,380351932;-1,238429627;0,477091949;-1,163620547;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HIPK3; homeodomain-interacting protein kinase 3 isoform 1 GN=HIPK3;0,906770208;-0,992116518;0,459472832;0,907050263;-0,112415127;0,497064475;0,74552999;0,332030245;-0,314104808;-2,933036127;-0,591590029;0,59334109;-0,040343373;1,193329805;0,798739057;-0,458355599;-0,059703728;1,004916839;0,850285636;0,112503992;0,555185038;-0,58382151;-0,372549304;-0,832555678;0,397029788;-1,605172215;0,358047431;-0,373022716;0,878379003;-2,185674465;-1,064413759;-0,066146196;-2,085554891;-1,360359995;1,020229727;-0,419248685;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
IFIT5; interferon-induced protein with tetratricopeptide repeats 5 GN=IFIT5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,324121804;-1,715285987;-0,2480614;-1,469873852;-1,294167532;-0,199089401;-0,017884225;-0,939365886;-0,020171686;-0,046921096;0,782361865;-1,142173731;0,809171684;-1,000210666;-1,045934189;0,051835279;-1,136142213;-0,551757336;-0,23922825;0,998002164;0,854747679;0,16468458;0,416663031;0;0,234818179;-0,713487013;-0,070446813
IFIT5; interferon-induced protein with tetratricopeptide repeats 5 GN=IFIT5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,219187795;-0,009485026;0,076904554;0,313661787;-0,405708728;-0,763925998;1,250551049;2,146839614;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-23,95449783;NaN;0,40512891;NaN;NaN;0,121370408;NaN;1,91485863;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
DYRK2; dual specificity tyrosine-phosphorylation-regulated kinase 2 isoform 2 GN=DYRK2;0,482843285;-1,02499264;-0,319967153;1,110284081;-0,893144357;-0,081263947;-0,467483969;-0,636825897;-0,212438034;-0,696000715;1,25045552;-1,721005328;-1,163654151;0,172160229;-0,134391016;-0,135395014;-0,435137978;-0,024177518;-0,21180841;-0,222342013;-0,018899916;1,017264752;0,63082538;0,034991471;-0,379656541;2,17834462;-1,016148696;-1,05455164;1,114272959;0,148685338;-0,049962278;0,501107548;0,346189485;0,342618549;-0,603544324;-0,278050941;0,174991034;-0,928569292;-0,099553658;0,011456319;-0,653797428;1,835656762;-0,550355107;-0,462177822;-0,001498868
WASL; neural Wiskott-Aldrich syndrome protein GN=WASL;-2,318054086;-2,245651231;1,196677154;-0,815663244;-0,701668043;-1,930018739;1,327593363;-2,521227916;2,568982803;-1,445008108;-1,437958743;-0,642874005;0,729962897;0,179235307;1,987972765;2,41723576;0,025279957;-0,584599987;-0,805116119;1,059457027;0,489035332;-0,796120241;-2,31891038;0,488673985;-1,073564459;-1,828072595;-0,216845627;-0,048094124;-0,142247612;0,147333653;-1,496696081;-2,433378253;-2,763202394;-0,131484609;0,791402491;-0,981867386;-2,08992457;-1,463431308;-3,030790356;1,151360023;-0,189595661;1,627277503;-1,385671859;0,788590909;-0,45565598
TTYH3; protein tweety homolog 3 GN=TTYH3;-1,183067627;-0,540334972;-2,612211841;-1,659970181;-1,89746851;NaN;0,615673332;-2,882810591;NaN;NaN;0,279084658;NaN;-0,337875745;NaN;NaN;2,060736961;1,040781196;-1,154941438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,560707101;-0,859412655;-0,871836753;NaN;1,012237247;-0,403010859;2,256731032;-0,483634856;-1,931150677;1,924901379;-0,663045781;-1,377846189;0,940850168;0,733215079;0,919884755;1,029775557;-0,527171579;-0,064451339
TTYH3; protein tweety homolog 3 GN=TTYH3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,828438568;0,39141828;NaN;NaN;NaN;1,196809823;3,063643432;-0,194981269;0,217335911
VASP; vasodilator-stimulated phosphoprotein GN=VASP;0,78081109;-0,51276145;0,002559737;-0,010911883;-0,760963934;1,153948046;1,74619012;0,23815782;-0,464328847;-0,135205437;-0,546450364;-0,696622488;0,084468936;1,133191643;-0,61363445;-0,008695093;-0,41685035;-1,611214599;-0,485267107;1,386838313;0,97216444;0,377419966;0,833358418;0,161684726;NaN;0,79752019;-0,152548377;1,546050123;0,27856824;1,246253467;1,237109461;-0,134296823;0,662916035;-0,543638288;0,230825727;-0,595202796;0,820685801;-0,485267107;-0,070099913;0,356577917;-0,398766096;0,437322261;-0,303306815;-0,402961289;-1,257550549
RDX; radixin isoform 1 GN=RDX;0,615574398;1,624186475;0,072952511;-0,538774216;0,538604343;0,03115118;0,001527725;2,245405235;-0,403632266;-0,041483486;-0,271272024;2,068789626;0,67575149;-1,973946733;-1,090342205;-0,042233307;-0,512591462;-1,140062966;-0,567060557;-1,261004463;-0,193724141;0,095829288;-0,811990253;-0,264245933;-0,882458744;-0,890154114;-1,667946308;0,173608056;-0,032005713;-0,094617942;-0,235691618;0,428948061;-1,028045978;0,073327955;-1,190101473;-1,28055492;0,93143962;0,117501784;-0,394091108;-1,095510469;-0,197425571;-1,08302378;-0,09050284;-0,054883616;0,14539023
DBN1; drebrin isoform b GN=DBN1;-0,381263351;-1,54040539;0,20349911;-1,602682796;-0,201358963;0,499773274;0,256657865;-0,289150248;-2,438485153;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,216076936;0,267049509;1,77841712;-0,382354634;0,509503385;0,164509941;0,122301135;0,775592158;1,422426068
DBN1; drebrin isoform b GN=DBN1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,68329433;0,258416495;0,464979602;NaN;NaN;NaN;0,522145611;0,222831762;2,183134342;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
RPS24; 40S ribosomal protein S24 isoform d GN=RPS24;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,156012645;1,217402478;2,149178973;-0,458349598;-0,123272457;1,71516371;1,053141148;0,544588835;-0,042359323;-0,361057451;0,860662417;-0,776989792;-0,476869263;-0,676168597;-1,002139726;0,143092328;-1,890596155;0,188857413
NSFL1C; NSFL1 cofactor p47 isoform d GN=NSFL1C;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,122914034;-0,6306532;-0,326706462;0,706009019;-0,661519783;-0,384155451;0,274516497;0,272700809;-0,851172622;0,07629986;0,32791448;0,507935248;-0,048651792;0,617818671;1,180057178;1,887041193;-0,383562342;0,414780299;0,810561939;0,233523163;0,06082582;1,507557446;-0,251555989;-0,590310946;0,639723195;-0,578563185;1,093739444;-0,363272527;-0,551647985;-0,656818513;0,41958767;-0,292503041;-0,435951345;-0,786396298;-0,43618032;-0,773416071
FLOT1; flotillin-1 isoform 1 GN=FLOT1;0,256658632;-0,014317021;-1,47696838;-2,025518256;-0,354540015;-1,239275191;-0,316239156;-0,160510258;-0,238234082;NaN;0,865900299;1,918083097;0,382001309;1,959796577;1,856117428;2,22345941;1,406533761;0,942923203;-0,767271389;1,218348921;0,289404967;0,06781765;-0,076182152;-1,158338335;0,082267434;0,767124684;-0,390826421;-1,357192711;-0,627074889;0,173015666;-0,060823643;-0,923040103;-0,05892587;-0,226305241;-1,046210111;-0,34647754;0,795212423;0,414308238;-0,409407055;-1,122719226;0,430085733;0,823920623;0,832870729;-1,896373377;-1,046210111
CALU; calumenin isoform d precursor GN=CALU;-1,709928883;0,725925982;0,77560038;0,016367824;-0,480543783;0,287132612;-0,620256508;-0,355208622;-1,719230665;1,292133778;0,305126772;0,166514906;0,499249235;-2,2192161;-1,395891591;0,208682224;0,116718098;0,43085577;0,033571938;-0,483607209;-0,552822549;-0,169544125;-1,367562532;0,505566419;-1,575344706;2,522827025;-0,830821328;-0,154839618;-0,110241899;0,385230193;0,20093525;0,409905974;0,148366922;1,171983007;0,79839721;0,508311877;0,177206111;1,159757867;NaN;1,407695152;1,596742221;-1,697194228;0,270285508;-0,628272977;NaN
CADPS2; calcium-dependent secretion activator 2 isoform c GN=CADPS2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-1,067666818;1,954039406;-0,291592075;0,428179909;-1,141488922;-0,982946899;-1,262147713;-0,168983766;1,708709924
GATAD2B; transcriptional repressor p66-beta GN=GATAD2B;NaN;-1,03135576;-0,504268234;-2,524736897;-1,130327921;-1,888032367;-0,884553001;-0,679705894;1,411195515;NaN;-0,066407391;-0,479520774;0,674490759;-0,187489564;1,516336369;1,331591334;0,076915613;-0,008059173;0,083624646;-0,129566209;-1,563968066;-1,282638166;0,220185;0,229254462;0,714858009;-0,751203228;0,221888549;-0,336658866;-0,049786664;-0,033792122;0,066254326;-0,701550567;-0,672386264;0,601794942;-0,954279519;-0,317151855;-0,598070624;-1,152127881;NaN;0,262063289;0,428967175;0,969237738;-1,230349418;-0,999459541;-1,405938516
ERBB4; receptor tyrosine-protein kinase erbB-4 isoform JM-a/CVT-1 precursor GN=ERBB4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-1,542571122;2,409329605;-0,894754148;2,781171244;-2,094223057;-1,711583694;0,268305716;-1,475381302;-2,622950738;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ERBB4; receptor tyrosine-protein kinase erbB-4 isoform JM-a/CVT-1 precursor GN=ERBB4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,524343251;1,415363738;1,243550098;-0,688610534;-0,010022151;-0,053664631;1,51333728;NaN;1,073102851;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
G3BP2; ras GTPase-activating protein-binding protein 2 isoform a GN=G3BP2;-0,524829657;0,0079539;-0,666811548;0,335540398;1,823348646;NaN;1,475782726;NaN;0,118358333;NaN;1,904980659;NaN;3,129132832;1,147341799;1,982901406;1,181290446;3,397733754;NaN;12,3978116;10,24106246;10,50480967;14,43926229;NaN;11,99483478;NaN;NaN;11,41717443;0,776544144;-10,10906361;-0,802900824;-1,254487644;NaN;-0,290420358;0,663744421;-1,077186724;0,732055993;1,939299376;NaN;NaN;-0,461116825;-0,379750602;2,907713213;1,500634926;1,346092908;-0,476640137
TAGLN3; transgelin-3 GN=TAGLN3;-0,098193936;-1,37496426;-1,715023943;-0,76110383;4,683140053;-1,397739887;-2,045624297;-0,63450806;-1,514379703;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,507920868;NaN;1,230033249;NaN;-0,171378781;0,400906364;-0,046778178;NaN;4,772483731;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
COPG2; coatomer subunit gamma-2 isoform 1 GN=COPG2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,4750761;1,017070425;0,582576187;0,954713974;0,94408662;0,930186944;0,390661002;-0,295776689;-0,035842504;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
IGF1R; insulin-like growth factor 1 receptor isoform 1 precursor GN=IGF1R;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-2,310863993;1,006401854;-1,224626509;0,97426443;-1,727818825;0,579788469;-0,06700658;-0,832371559;1,272951965;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
IGF1R; insulin-like growth factor 1 receptor isoform 1 precursor GN=IGF1R;0,645371178;-1,558434231;0,715446555;1,891847691;-0,243360219;0,904738609;-0,397208601;-0,736492917;0,911966134;-0,826596876;0,896282766;-0,393101646;1,120789318;-0,845471809;-0,464029357;-0,372646828;0,085521556;-0,594518969;1,50585403;1,163963105;-1,013508006;0,029485935;-0,835216519;-0,780671773;1,101157263;-0,762782468;0,668187108;-0,193549522;0,009483174;-0,501475094;NaN;-2,176811188;-0,833380158;-0,399510928;-0,711462846;-0,878684419;-1,531725321;-0,701958709;0,044180617;1,263059129;-0,178410077;0,333132631;1,046897716;1,148223027;-0,663998681
MPP5; MAGUK p55 subfamily member 5 isoform 1 GN=MPP5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,067047454;1,107223892;-0,102227506;0,61271497;0,50468889;0,737882748;0,62977314;0,604029604;0,494089279;0,365628928;-1,109577289;-0,99460809;-2,874878647;-0,916972975;0,068776339;-0,926402839;-0,940813291;-0,762741887;-0,049267151;-1,173542798;-1,899117269;-0,73314213;-0,722597084;-0,258852928;0,00252855;0,149886835;-0,013033638;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MPP5; MAGUK p55 subfamily member 5 isoform 1 GN=MPP5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,287497871;-0,146628426;NaN;-1,593714778;-9,427076772;-1,131793081;-0,723033655;-0,700544051;-1,178782916;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CSRP2; cysteine and glycine-rich protein 2 GN=CSRP2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,856310008;-18,60243144;-1,205702921;-0,234605482;NaN;NaN;-0,993720219;0,230825727;-1,907255674;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
TBR1; T-box brain protein 1 GN=TBR1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,965643377;NaN;0,202347228;2,67400916;NaN;0,457690158;0,750262281;2,579093454;0,693708787;0,165418096;-1,390037478;-2,03882846;0,597090181;-0,659625949;-2,730541304;-2,137420339;1,307006772;1,579695181;-0,202933742;-1,056188518;-1,969404883;-0,148800699;-0,225498397;-0,631348605;1,199797059;0,595550359;0,404042774;-1,04219344;-0,51655005;-0,132541852;0,512670259;-0,239930793;2,189353136;0,613951698;0,596498252;-0,329751038
CDK16; cyclin-dependent kinase 16 isoform 3 GN=CDK16;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,891074343;-1,920190881;-0,756438235;0,233477571;1,739476169;0,568907491;-0,30712458;0,528805715;-0,463292748;-0,212744516;-0,59770985;-0,474723551;0,476602975;0,172544148;0,880414832;-0,421194873;-1,265773313;-0,293256852;0,167140944;0,143278598;-0,12381956;-0,712574933;-1,303734869;-0,292047545;1,14113844;-0,763553952;0,902643627;-0,827090479;-0,043002468;0,463980905;1,318221161;1,483331304;-0,812079536;1,314318182;-0,230825727
CDK16; cyclin-dependent kinase 16 isoform 3 GN=CDK16;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,822292213;1,567094524;1,190834387;0,360597314;-0,36981737;1,549960825;1,015212896;2,066439838;-0,169437292;1,044408516;-1,486321266;1,844393509;-1,34182132;0,508384826;0,807469629;0,364457382;1,100560939;0,854354962
KIAA0513; uncharacterized protein KIAA0513 isoform a GN=KIAA0513;1,951011926;-0,733349623;-0,798638015;-1,514023747;1,356393505;-1,072684099;-0,21540928;-0,305375112;-0,412736753;0,768980923;0,743502362;1,792669972;1,367892475;0,029479491;-0,16862269;-0,901805325;-0,188792868;2,038970687;-0,040896725;0,179686471;-0,233886463;-0,017691561;0,376265506;1,494980413;NaN;2,179792025;0,583718171;0,438712251;-1,190138352;-1,494963487;-0,816774639;-0,121268027;-0,384070401;0,21113394;-0,659502076;1,495609945;1,348981519;1,542783163;-0,420010403;-1,013884199;-0,680642831;-1,387367172;0,496542608;-0,922911339;0,506617504
SHC1; SHC-transforming protein 1 isoform 3 GN=SHC1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,589987361;-0,334641168;-0,752478754;0,568589407;0,325453583;0,11410558;-0,278242965;-0,073688384;0,164283135;-0,901559142;0,204213408;-1,630117772;-1,276740979;-0,183022975;-3,093728636;-0,082267434;-1,70649057;-1,3855427;-0,626396636;-0,440967597;-1,707178014;-0,363855724;-0,343759778;-0,756566078;-0,017699851;2,238310076;0,534379152;-1,44644488;-0,135050752;-0,820581334;0,210509855;0,621359232;0,659410682;-0,931934649;1,374979021;0,56507337
SNX2; sorting nexin-2 isoform 1 GN=SNX2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,385161692;0,32044976;-0,695753165;-0,487992222;0,809203101;1,089561996;0,092486991;0,269217342;-0,268535573;-0,401175373;-1,615695791;-1,922095912;-0,991642614;-0,907004662;0,291472606;-1,412195273;-1,361971711;-0,380147771;0,025473378;0,218980597;0,368171812;-0,219102094;-2,362954775;0,611428615;-0,397478689;-0,181982518;-0,44666277
HNRNPUL1; heterogeneous nuclear ribonucleoprotein U-like protein 1 isoform a GN=HNRNPUL1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-1,870872559;-1,889107321;0;0,176915609;-0,454305759;-0,561070131;-0,158914111;0,67738557;-0,071861632;0,260412085;-0,482456483;-1,567954471;-1,624860187;-0,856893907;-0,635557596;-1,21496836;-0,627526218;-0,493105966;0,501714801;0,244159551;0,805265387;-0,720316034;0,501673475;0,568930214;-0,266616474;0,538726024;0,777912676
PPP1R12A; protein phosphatase 1 regulatory subunit 12A isoform a GN=PPP1R12A;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-10,44418993;0,429987859;4,312958669;NaN;NaN;2,72901694;3,376218897;1,554180454;0,250873939;0,459080272;1,090288916;NaN;NaN;1,145065708;2,24165982;NaN;2,54415393;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,866384097;NaN;-1,789045612;-1,88466049;2,157792708;0,990751982
CTPS1; CTP synthase 1 isoform a GN=CTPS1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-1,03170967;-1,058611945;0,07588021;-1,398150004;-1,912629391;-1,690030418;0,674490759;0,366290436;-0,744543568;0,504799872;-0,49000554;-1,571055534;-1,29885543;-0,566720886;-1,034058284;-1,702067212;-3,19587038;-1,466229445;0,492671511;-0,929351064;0,291963936;-0,174867975;0,433959136;-1,160629185;0,28572617;-1,106164846;-1,558605861;1,079849738;0,394470274;1,317760549;-0,867816136;0,873034889;0,378372865;-0,125970169;1,451527223;0,449660506
FRK; tyrosine-protein kinase FRK GN=FRK;1,74514326;NaN;NaN;0,803387376;0,904262337;1,846045994;NaN;0,620601034;-0,012139316;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,37034548;3,066400283;0,478404129;0,047177496;0,48403538;-0,387319381;0,288702484;0,649884873;-0,300053833;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,963558228;1,315409581;-0,114869605;-1,414855351;-0,738807872;-0,784164054;0,055035511;0,570500749;0,562075633
RAB14; ras-related protein Rab-14 GN=RAB14;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-1,388852894;-0,193801644;-0,20323084;0,390946873;-0,953571099;0,780051305;-2,795803946;-0,55028047;-1,049207848
